Scheme Name	Asset Value
Axis Conservative Hybrid Fund - Regular Plan - Growth Option	28.4381
Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW	12.6111
Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	10.7387
BANDHAN Conservative Hybrid Fund - Regular Plan - Growth	30.3301
BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW	11.1362
BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	13.6512
BANDHAN Conservative Hybrid Fund-Direct Plan-Growth	33.8272
BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW	12.9840
BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	16.1886
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option	51.2254
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option	12.9563
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option	12.7235
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option	42.2560
BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option	10.7399
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option	11.0316
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION	104.1176
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	16.0319
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	16.2064
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION	91.1218
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	12.8708
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	13.7057
DSP Regular Savings Fund - Direct Plan - Growth	62.3245
DSP Regular Savings Fund - Direct Plan - IDCW - Monthly	13.9383
DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly	13.9078
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly	11.1717
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly	11.594
DSP Regular Savings Fund- Regular Plan - Growth	55.4906
Franklin India Debt Hybrid Fund - Direct - GROWTH	93.6803
Franklin India Debt Hybrid Fund - Growth	85.4597
Franklin India Debt Hybrid Fund - Plan A - Direct - Monthly - IDCW	14.6520
Franklin India Debt Hybrid Fund - Plan A - Direct - Quarterly - IDCW	13.8863
Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW	12.8838
Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW	12.0980
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan	0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan	0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan	0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan	0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan	0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan	0.0000
HDFC Hybrid Debt Fund - Growth Option - Direct Plan	82.57
HDFC Hybrid Debt Fund - Growth Plan	77.7793
HDFC Hybrid Debt Fund - IDCW Monthly	14.0088
HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan	15.5047
HDFC Hybrid Debt Fund - IDCW Quarterly	14.8519
HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan	16.4296
HSBC Conservative Hybrid Fund - Direct Growth	63.3657
HSBC Conservative Hybrid Fund - Direct Monthly IDCW	16.9318
HSBC Conservative Hybrid Fund - Direct Quarterly IDCW	14.8253
HSBC Conservative Hybrid Fund - Regular Growth	56.8153
HSBC Conservative Hybrid Fund - Regular Monthly IDCW	12.7586
HSBC Conservative Hybrid Fund - Regular Quarterly IDCW	16.9726
ICICI Prudential Regular Savings Fund - Direct Plan - Bonus	46.3924
ICICI Prudential Regular Savings Fund - Direct Plan - Growth	78.1221
ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW	16.1061
ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW	16.0689
ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW	13.9793
ICICI Prudential Regular Savings Fund - Plan - Bonus	18.3554
ICICI Prudential Regular Savings Fund - Plan - Growth	71.1978
ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW	12.5383
ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW	13.5440
ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW	11.3703
Kotak Debt Hybrid - Growth	55.0512
Kotak Debt Hybrid - Growth - Direct	63.2866
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option	12.5256
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct	13.6482
LIC MF Conservative Hybrid Fund-Direct Plan-Growth	86.5933
LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW	13.1483
LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	17.3438
LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW	14.6743
LIC MF Conservative Hybrid Fund-Regular Plan-Growth	78.3669
LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW	12.8101
LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW	13.7656
LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW	12.476
Navi Conservative Hybrid  Fund - Quarterly IDCW	16.0697
Navi Conservative Hybrid Fund - Direct Plan Monthly IDCW	13.1143
Navi Conservative Hybrid Fund - Direct Plan Quarterly IDCW	19.0982
Navi Conservative Hybrid Fund - Monthly IDCW	12.013
Navi Conservative Hybrid Fund-Direct Plan-Growth Option	31.4535
Navi Conservative Hybrid Fund-Growth	26.1285
NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000
NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.6073
NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.7498
Nippon India Hybrid Bond Fund - Direct Plan Growth Plan - Growth Option	60.5380
NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW Option	11.0242
NIPPON INDIA HYBRID BOND FUND - QUARTERLY IDCW Option	12.1127
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option	4.0808
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan	1.0786
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan	1.0860
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Growth Plan	3.8398
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Monthly Dividend Plan	0.9969
Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Quarterly Dividend Plan	1.0493
Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option	0.0000
Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Hybrid Bond Fund-Growth Plan	55.0044
Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth	14.5011
Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW	10.6894
Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth	14.3386
Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW	10.6931
SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	22.7068
SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	29.6367
SBI Conservative Hybrid Fund - Direct Plan - Growth	74.3179
SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	27.2046
SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	24.0379
SBI Conservative Hybrid Fund - Regular Plan - Growth	68.1469
SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	20.9330
SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	19.6544
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth	31.0812
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	20.3686
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	13.2469
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	20.4594
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth	28.2823
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	18.3477
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	13.1244
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	18.5080
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option	4.08
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option	4.0131
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option	3.8396
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option	3.8416
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	3.4135
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW	1.4527
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	3.1928
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW	1.3512
UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option	65.4643
UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW	47.1964
UTI Conservative Hybrid Fund - Direct Plan - Growth Option	70.661
UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW	18.9761
UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option	69.5094
UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW	42.6868
UTI Conservative Hybrid Fund - Regular Plan - Growth Option	65.4307
UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW	16.9446
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option	107.62
Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option	95.19
Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW	27.82
Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW	24.57
Axis Balanced Advantage Fund - Direct Plan - Growth	21.42
Axis Balanced Advantage Fund - Direct Plan - IDCW	14.49
Axis Balanced Advantage Fund - Regular Plan - Growth	19.31
Axis Balanced Advantage Fund - Regular Plan - IDCW	13.49
Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth	10.391
Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW	10.391
Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth	10.195
Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW	10.195
BANDHAN Balanced Advantage Fund Direct Plan Growth	25.464
BANDHAN Balanced Advantage Fund Direct Plan IDCW	15.961
BANDHAN Balanced Advantage Fund Regular Plan Growth	22.128
BANDHAN Balanced Advantage Fund Regular Plan IDCW	13.957
BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW	14.5882
BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW	15.6771
BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH	24.1606
BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH	22.4703
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option	23.1518
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option	16.9033
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option	21.2798
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option	15.4985
Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option	9.3800
Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option	9.3800
Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option	9.3000
Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option	9.3000
DSP Dynamic Asset Allocation Fund - Direct Plan - Growth	29.093
DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly	15.682
DSP Dynamic Asset Allocation Fund - Regular Plan - Growth	25.507
DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly	13.414
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option	25.16
Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option	26.43
Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option	46.12
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option	20.68
Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option	19.85
Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option	52.22
Franklin India Balanced Advantage Fund- Growth	13.2257
Franklin India Balanced Advantage Fund- Growth- Direct	13.7973
Franklin India Balanced Advantage Fund- IDCW	12.8037
Franklin India Balanced Advantage Fund- IDCW- Direct	13.0888
HDFC Balanced Advantage Fund - Growth Plan	467.341
HDFC Balanced Advantage Fund - Growth Plan - Direct Plan	504.003
HDFC Balanced Advantage Fund - IDCW Plan	36.253
HDFC Balanced Advantage Fund - IDCW Plan - Direct Plan	42.074
Helios Balanced Advantage Fund- Direct Plan- Growth Option	10.32
Helios Balanced Advantage Fund- Direct Plan-IDCW Option	10.32
Helios Balanced Advantage Fund- Regular Plan- Growth Option	10.16
Helios Balanced Advantage Fund- Regular Plan-IDCW Option	10.16
HSBC Balanced Advantage Fund - Direct Growth	45.9868
HSBC Balanced Advantage Fund - Direct IDCW	21.8371
HSBC Balanced Advantage Fund - Regular Growth	39.8852
HSBC Balanced Advantage Fund - Regular IDCW	18.5108
ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth	74.84
ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW	26.83
ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW	24.38
ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW	18.08
ICICI Prudential Balanced Advantage Fund - Growth	67.23
ICICI Prudential Balanced Advantage Fund - IDCW	17.11
ICICI Prudential Balanced Advantage Fund - Monthly IDCW	20.53
ICICI Prudential Balanced Advantage Fund - Quarterly IDCW	16.38
Invesco India Balanced Advantage Fund - Direct Plan - Growth	57.94
Invesco India Balanced Advantage Fund - Direct Plan - IDCW (Payout / Reinvestment)	23
Invesco India Balanced Advantage Fund - Growth	49.13
Invesco India Balanced Advantage Fund - IDCW (Payout / Reinvestment)	19.15
ITI Balanced Advantage Fund - Direct Plan - Growth Option	14.8463
ITI Balanced Advantage Fund - Direct Plan - IDCW Option	13.4485
ITI Balanced Advantage Fund - Regular Plan - Growth Option	13.3933
ITI Balanced Advantage Fund - Regular Plan - IDCW Option	12.0108
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option	20.017
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option	18.526
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option	20.017
Kotak Balanced Advantage Fund -Regular Plan - Growth Option	18.526
LIC MF Balanced Advantage Fund-Direct Plan-Growth	13.1028
LIC MF Balanced Advantage Fund-Direct Plan-IDCW	12.1962
LIC MF Balanced Advantage Fund-Regular Plan-Growth	12.384
LIC MF Balanced Advantage Fund-Regular Plan-IDCW	11.6976
Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth	13.7946
Mahindra Manulife Balanced Advantage Fund - Direct Plan - IDCW	12.7585
Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth	13.0295
Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW	12.0101
Mirae Asset Balanced Advantage Fund Direct Plan- Growth	13.233
Mirae Asset Balanced Advantage Fund Direct Plan- IDCW	13.225
Mirae Asset Balanced Advantage Fund Regular Plan IDCW	12.758
Mirae Asset Balanced Advantage Fund Regular Plan- Growth	12.761
Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option	18.8989
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option	13.0238
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option	17.0978
Motilal Oswal Balanced Advantage Fund Direct - Annual IDCW Payout/Reinvestment	13.6704
Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment	11.5305
Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment	10.8515
NJ Balanced Advantage Fund - Direct Plan - Growth Option	13.10
NJ Balanced Advantage Fund - Direct Plan - IDCW Payout Option	13.10
NJ Balanced Advantage Fund - Regular Plan - Growth Option	12.54
NJ Balanced Advantage Fund - Regular Plan - IDCW Payout Option	12.54
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option	14.76
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option	11.64
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option	11.38
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option	13.74
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan - Monthly IDCW Reinvestment	10.1658
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth	10.8129
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan - Monthly IDCW Reinvestment	10.0095
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth	10.7800
quant Dynamic Asset Allocation Fund - Growth Option - Direct Plan	14.6992
quant Dynamic Asset Allocation Fund - Growth Option - Regular Plan	14.2734
quant Dynamic Asset Allocation Fund - IDCW Option - Direct Plan	14.6952
quant Dynamic Asset Allocation Fund - IDCW Option - Regular Plan	14.2748
Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option	10.29
Samco Dynamic Asset Allocation Fund - Direct Plan - IDCW Option	10.29
Samco Dynamic Asset Allocation Fund - Regular Plan - Growth Option	10.09
Samco Dynamic Asset Allocation Fund - Regular Plan - IDCW Option	10.09
SBI Balanced Advantage Fund - Direct Plan - Growth	14.6454
SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.6457
SBI Balanced Advantage Fund - Regular Plan - Growth	14.1408
SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.1410
SBI Dynamic Asset Allocation Fund - Direct Plan - Growth	16.8439
SBI Dynamic Asset Allocation Fund - Regular Plan - Growth	15.9463
SBI Dynamic Asset Allocation Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.8235
SBI Dynamic Asset Allocation Fund- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.9495
Shriram Balanced Advantage Fund - Direct Growth	17.4643
Shriram Balanced Advantage Fund - Direct- IDCW	17.3558
Shriram Balanced Advantage Fund - Regular Growth	15.7026
Shriram Balanced Advantage Fund - Regular-IDCW	15.723
Sundaram Balanced Advantage Fund ( Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Growth Option	37.4277
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	17.9630
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Growth Option	32.0780
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Monthly Income Distribution CUM Capital Withdrawal Option	14.7745
TATA Balanced Advantage Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	20.8145
TATA Balanced Advantage Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	20.8145
TATA Balanced Advantage Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	18.8840
TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	18.8840
Tata Balanced Advantage Fund-Direct Plan-Growth	20.8145
Tata Balanced Advantage Fund-Regular Plan-Growth	18.8840
Union Balanced Advantage Fund - Direct Plan - Growth Option	19.73
Union Balanced Advantage Fund - Direct Plan - IDCW Option	19.73
Union Balanced Advantage Fund - Regular Plan - Growth Option	18.39
Union Balanced Advantage Fund - Regular Plan - IDCW Option	18.39
UTI - Unit Linked Insurance Plan	39.032
UTI - Unit Linked Insurance Plan- Direct	42.1177
UTI Balanced Advantage Fund - Direct Plan - Growth Option	11.8441
UTI Balanced Advantage Fund - Direct Plan - Payout of IDCW Option	11.8441
UTI Balanced Advantage Fund - Regular Plan - Growth Option	11.5838
UTI Balanced Advantage Fund - Regular Plan - Payout of IDCW Option	11.5839
WhiteOak Capital Balanced Advantage Fund Direct Plan Growth	13.294
WhiteOak Capital Balanced Advantage Fund Regular Plan Growth	12.854
Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW	15.31
Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth	23.05
Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW	13.04
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth	20.84
Axis Equity Savings Fund - Direct Plan - Growth	23.41
Axis Equity Savings Fund - Direct Plan - Monthly IDCW	13.30
Axis Equity Savings Fund - Direct Plan - Quarterly IDCW	13.73
Axis Equity Savings Fund - Direct Plan - Regular IDCW	13.77
Axis Equity Savings Fund - Regular Plan - Growth	20.78
Axis Equity Savings Fund - Regular Plan - Monthly IDCW	11.44
Axis Equity Savings Fund - Regular Plan - Quarterly IDCW	11.99
Axis Equity Savings Fund - Regular Plan - Regular IDCW	13.04
BANDHAN Equity Savings Fund - Regular Plan - Growth	30.120
BANDHAN Equity Savings Fund - Regular Plan - Monthly IDCW	10.766
BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW	13.217
BANDHAN Equity Savings Fund -B-DIVIDEND	12.36084532
BANDHAN Equity Savings Fund -B-GROWTH	16.0114
BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW	12.846
BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW	13.382
BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW	14.530
BANDHAN Equity Savings Fund-Direct Plan-Growth	33.320
BANDHAN Equity Savings Fund-Direct Plan-Monthly IDCW	11.392
Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth	16.2567
Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW	14.1925
Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth	15.3004
Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW	13.3595
DSP Equity Savings Fund - Direct Plan - Growth	23.175
DSP Equity Savings Fund - Direct Plan - IDCW	13.32
DSP Equity Savings Fund - Direct Plan - IDCW - Monthly	16.962
DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly	16.95
DSP Equity Savings Fund - Regular Plan - Growth	20.739
DSP Equity Savings Fund - Regular Plan - IDCW	12.04
DSP Equity Savings Fund - Regular Plan - IDCW - Monthly	13.656
DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly	13.723
Edelweiss Equity Savings Fund - Direct Plan - Bonus Option	25.9575
Edelweiss Equity Savings Fund - Direct Plan - Growth Option	25.9467
Edelweiss Equity Savings Fund - Direct Plan - IDCW Option	18.861
Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option	15.568
Edelweiss Equity Savings Fund - Regular Plan - Bonus Option	23.6102
Edelweiss Equity Savings Fund - Regular Plan - Growth Option	23.5944
Edelweiss Equity Savings Fund - Regular Plan - IDCW Option	16.307
Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option	13.8375
Franklin India Equity Savings Fund - Direct - IDCW	14.8861
Franklin India Equity Savings Fund - Direct - Monthly - IDCW	13.6654
Franklin India Equity Savings Fund - Direct - Quarterly - IDCW	13.5326
Franklin India Equity Savings Fund - IDCW	13.5984
Franklin India Equity Savings Fund - Monthly - IDCW	13.0978
Franklin India Equity Savings Fund - Quarterly - IDCW	12.1387
Franklin India Equity Savings Fund- Growth	15.7173
Franklin India Equity Savings Fund- Growth Direct	17.1278
HDFC Equity Savings Fund - Growth Option - Direct Plan	68.763
HDFC Equity Savings Fund - GROWTH PLAN	61.65
HDFC Equity Savings Fund - IDCW Option - Direct Plan	14.763
HDFC Equity Savings Fund - IDCW PLAN	12.488
HSBC Equity Savings Fund - Direct Growth	33.6553
HSBC Equity Savings Fund - Direct Monthly IDCW	16.0715
HSBC Equity Savings Fund - Direct Quarterly IDCW	16.8782
HSBC Equity Savings Fund - Regular Growth	30.4372
HSBC Equity Savings Fund - Regular Monthly IDCW	14.256
HSBC Equity Savings Fund - Regular Quarterly IDCW	15.3433
ICICI Prudential Equity Savings Fund - Cumulative option	21.47
ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option	23.01
ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW	15.60
ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW	14.38
ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW	15.56
ICICI Prudential Equity Savings Fund - Half Yearly IDCW	14.35
ICICI Prudential Equity Savings Fund - Monthly IDCW	12.17
ICICI Prudential Equity Savings Fund - Quarterly IDCW	13.25
Invesco India Equity Savings Fund - Direct Plan - Growth	17.4427
Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment)	17.3756
Invesco India Equity Savings Fund - Regular Plan - Growth	15.7753
Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment)	15.774
Kotak Equity Savings Fund - Direct - Growth	26.4298
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option	18.974
Kotak Equity Savings Fund - Regular - Growth	24.1622
Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option	17.6906
